Date,Strategy_A,Strategy_B,Strategy_C,Strategy_D,Strategy_E
2020-01-01,0.5467141530112327,1.7092265239032025,-0.5001426199795053,-2.8017113368160866,-0.843493604964934
2020-01-02,-0.08826430117118465,1.1395604194953226,-0.07561493657241428,-1.230577516169253,-0.011203488939083975
2020-01-03,0.6976885381006925,0.10155644390420895,-0.593935936799969,-0.5604083001324665,0.038016872044446585
2020-01-04,1.5730298564080254,-0.7463241332466887,-0.20636922371123223,2.8915314860102854,0.49263034584340565
2020-01-05,-0.18415337472333598,0.8678679763363079,-1.4748917335630285,0.8948296868006373,-1.3468583632808264
2020-01-06,-0.18413695694918053,0.5021824625060995,0.21063496589835087,-1.943222353649837,0.6125672738473307
2020-01-07,1.6292128155073915,1.1042318640332787,0.04096438028977939,0.7890544341264556,-2.684391631602775
2020-01-08,0.8174347291529088,0.7922061620183635,-0.6136709048545526,-2.2609559834075483,-0.6098845523638103
2020-01-09,-0.4194743859349521,1.2894632583832022,0.5673965347459241,1.6840365808306101,-0.46827384245154463
2020-01-10,0.5925600435859647,-0.6122822538726815,0.7900561101012468,-0.6466869777268178,0.6533268260712385
2020-01-11,-0.41341769281246227,1.6108728787611908,-1.2460478914951794,-0.08045428310875627,0.04263085267686914
2020-01-12,-0.4157297535702569,0.2671195256308796,-0.5701798228529714,2.048694971313285,-1.3855630538562866
2020-01-13,0.2919622715660341,2.520313047150318,-0.5753138798298386,-1.870745352876375,-0.9649931258170151
2020-01-14,-1.8632802446577978,-0.7970253817074814,-0.7119224808870918,-2.0356772776694867,0.21868000954740688
2020-01-15,-1.6749178325130327,2.1131565637982987,0.7035798735453989,-0.8153989895190072,-0.05906734186455628
2020-01-16,-0.5122875292409726,0.26749294015517733,-0.11506091101824281,1.617568276528975,-0.5591241096357464
2020-01-17,-0.9628311203344238,-0.751701604337338,-0.1716118730484886,-2.2190191132152637,-0.46083378951197934
2020-01-18,0.36424733259527386,-0.5506630008651858,-1.5630898915254028,-4.188233397165853,0.716167997159289
2020-01-19,-0.8580240755212108,-0.35441676983318415,0.5483344241673812,-0.6167382876134981,-0.49769257286921464
2020-01-20,-1.3623037013352914,0.5389991356822997,-0.951406715882778,0.8876111998663807,-0.06809124402907328
2020-01-21,1.515648768921554,0.6574025856425996,0.0879461042130626,1.8603926246082438,2.189936588080543
2020-01-22,-0.17577630048653564,-0.6584400047262947,0.2619015503665533,-0.6347420431280986,-1.403682636883923
2020-01-23,0.11752820468792384,0.0007744892868205913,1.1285268766709209,-0.5571399106740036,-1.8318427315746586
2020-01-24,-1.3747481862134567,2.6007244303342363,-1.0070563192952897,1.790851101383621,0.8035896647986067
2020-01-25,-0.49438272452518267,2.1030518041208532,-2.3756097246566603,-2.7446125495431306,-0.6586430612941032
2020-01-26,0.1609225897098661,0.5535884036088385,0.1870796358029559,-0.5227811627745138,-0.29823752774262025
2020-01-27,-1.1009935774223027,0.07560417380184034,1.480408945208683,0.3456358348875866,-0.7611563781311141
2020-01-28,0.42569801834567195,0.17403759206191355,1.03115708235155,0.7338280819275513,-0.23980014076751252
2020-01-29,-0.5506386899188049,0.7662215672764999,0.20772753221970064,-0.7047100397863237,1.6185381120963414
2020-01-30,-0.2416937497932768,-1.1973510782380865,-0.35330894850563793,0.11166151755876202,0.8221284586181193
2020-01-31,-0.5517066122293969,-0.27885184490801407,0.6856980773098483,-3.672491030119484,0.8822235118869771
2020-02-01,1.9022781845089378,-1.972300888653107,-0.7388369597635749,-0.9273726185007725,-1.3962270557926455
2020-02-02,0.03650277526206608,0.5090677471263351,0.42108621548497543,0.7402630688317011,-1.1311537365528692
2020-02-03,-1.0077109289559003,0.8066351276432893,0.4443761273333015,-1.4134410513820193,-2.819078659485427
2020-02-04,0.8725449121031891,-0.5498237547592487,0.8881679259991039,0.14847633238439606,-0.789380821082754
2020-02-05,-1.1708436499710222,1.9187841159480394,2.247728031128862,0.7303087512040471,0.9767031863856585
2020-02-06,0.2588635950047554,-1.4409187956028093,0.35393277374301363,-0.4538238012866474,0.5369465157483709
2020-02-07,-1.9096701238797755,-1.7272498562517842,-0.36717090056599905,0.31569565649485637,-0.2015132629521239
2020-02-08,-1.2781860488984305,0.2993421822719664,0.01954055024640445,-1.3840988479269183,-0.0023002837180530512
2020-02-09,0.2468612358691235,1.2865179631345853,-1.3752607239112946,-0.24991691954406997,-0.6688855425754056
2020-02-10,0.7884665799954105,2.050713229749442,-0.5157705048712465,0.9753242543838339,0.22475888240178415
2020-02-11,0.22136828118997048,-0.520661115442728,-0.28742595049048325,0.29545944145265135,0.7858782794806148
2020-02-12,-0.06564828238824053,1.3244170001175548,-0.37927071834767406,-0.8197969043459032,-1.5958867874104727
2020-02-13,-0.2511036955892888,-0.016210163400848653,0.1618838976269776,0.3963246064361895,0.31964768783734815
2020-02-14,-1.4285219903674273,-0.17715275992898355,-0.6179359459057605,1.1319146859549272,0.9524348709546673
2020-02-15,-0.6698442083947086,1.0903919249840068,0.9368245338595772,-3.014911917866217,-0.3951002889633696
2020-02-16,-0.4106387709597875,0.8127874540961035,0.04016565193455768,1.7986110974338465,0.7207006121205837
2020-02-17,1.1071222262189158,-1.8616705883810991,0.032559743089108466,-0.444382108021608,2.834654444472553
2020-02-18,0.3936182895684614,1.801848419671075,-0.22231577321033427,0.6982348998603454,-0.08434279298689192
2020-02-19,-1.713040155362734,1.6861096249769418,0.16415254708718333,1.855870385467842,0.41330705000532364
2020-02-20,0.374083969394795,-0.7206752418114353,0.7000786117341078,-1.997510545845699,-0.7180570836613915
2020-02-21,-0.33508228041631655,0.5049642401248908,-0.6537041725687203,-1.0041615036413198,0.2012511626020504
2020-02-22,-0.6269220003059587,0.6228362235392866,-0.48649319126020535,-0.3728230438135572,0.48027162498230386
2020-02-23,0.6616762888408679,0.34280851898868847,-0.20298082302133172,-1.1156302816866424,0.21484234027013804
2020-02-24,1.080999522495951,-0.6303661846145041,-1.036696738778572,2.6624048637552127,-0.9996953197088567
2020-02-25,0.9812801191161986,-0.7759480415256618,-0.6154062877771982,-1.225158140740189,0.22636177132545068
2020-02-26,-0.7892175232226385,-0.0006648851897343329,-0.3409766988357273,-0.7733201692302998,1.4821959387176369
2020-02-27,-0.2592123758512146,1.4372748231112376,0.7395113445701821,0.36658354740446514,0.4686357645145273
2020-02-28,0.38126343140356395,0.6823201855133189,0.25004906320153997,-1.7432242891141332,0.981987189071841
2020-02-29,1.0255451271223592,-0.41473719850332713,0.1948719290940355,-0.5335210676343958,-0.21701197001262773
2020-03-01,-0.42917423784528996,0.9560384527780137,0.7207183697343779,0.5361798918752627,0.7699002394237106
2020-03-02,-0.1356589766638171,-3.3882511447560906,-0.06989743071951732,-0.4392906065737669,0.29926783821652597
2020-03-03,-1.0563349740060282,1.408518840446524,0.35237187994311164,-0.08008028834992242,-0.930910729687232
2020-03-04,-1.1462066240806708,-2.0576565345337197,-0.04257740234599699,-0.7339981686725563,0.3385210047988745
2020-03-05,0.8625258223941981,-0.4049291296837586,0.2522898795197028,-2.21170546377115,-0.9716966634403105
2020-03-06,1.406240028570823,-1.3136038735513726,-0.4262069260892657,0.5423898170088579,-0.6128802748847919
2020-03-07,-0.022010121580333844,-1.5236177708650869,-1.9110537266211434,2.6923996074708625,0.20932830729237412
2020-03-08,1.0535328978920242,1.4229921448542233,-0.06742332974904333,0.0876024461751572,0.31724427338012406
2020-03-09,0.41163602504763414,-0.5312414415742696,1.1781985088799523,0.39789617587132425,-1.169232465077129
2020-03-10,-0.5951197546051242,0.4458046580768589,0.780972321793274,1.0990841326752891,1.0739857711828762
2020-03-11,0.4113956055084139,-0.02630469465502088,0.8123179876729366,-1.8439957448200488,0.5920062783004729
2020-03-12,1.5880365664659692,0.6024489926677458,1.0289045774449743,2.6137719871944083,-0.6847284356108838
